Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-03-29T14:56:34.961Z","","","Included","auto","No","0","23724","739840","12455","776019","Included"
"2026-03-29T14:56:00.417Z","","","Included","auto","No","0","946","49152","0","50098","Included"
"2026-03-29T14:51:51.035Z","","","Included","auto","No","0","20674","317440","7816","345930","Included"
"2026-03-29T14:51:05.454Z","","","Included","auto","No","0","7188","129536","724","137448","Included"
"2026-03-29T14:44:51.784Z","","","Included","auto","No","0","8319","184320","4775","197414","Included"
"2026-03-29T14:38:27.260Z","","","Included","auto","No","0","1975","45056","651","47682","Included"
"2026-03-29T14:35:29.469Z","","","Included","auto","No","0","49063","578560","7818","635441","Included"
"2026-03-29T14:35:23.218Z","","","Errored, No Charge","auto","No","0","0","0","0","0","-"
"2026-03-29T14:30:55.603Z","","","Included","gpt-5.3-codex","No","0","141704","2133888","8747","2284339","Included"
"2026-03-29T14:27:28.027Z","","","Included","auto","No","0","978","145920","828","147726","Included"
"2026-03-29T14:22:49.308Z","","","Included","auto","No","0","148791","997376","8419","1154586","Included"
"2026-03-29T14:19:46.045Z","","","Included","auto","No","0","9462","259072","3354","271888","Included"
"2026-03-29T14:15:32.018Z","","","Included","auto","No","0","11157","615936","6610","633703","Included"
"2026-03-29T14:09:05.447Z","","","Included","auto","No","0","20770","1459200","7709","1487679","Included"
"2026-03-29T14:08:57.253Z","","","Included","auto","No","0","325","101888","222","102435","Included"
"2026-03-29T14:08:33.973Z","","","Errored, No Charge","auto","No","0","0","0","0","0","-"
"2026-03-29T14:06:34.884Z","","","Included","auto","No","0","5298","203264","537","209099","Included"
"2026-03-29T14:03:09.603Z","","","Included","auto","No","0","10668","573952","3458","588078","Included"
"2026-03-29T13:57:18.060Z","","","Included","auto","No","0","26503","948736","5191","980430","Included"
"2026-03-29T13:52:39.621Z","","","Included","auto","No","0","52690","1358848","9632","1421170","Included"
"2026-03-29T13:48:43.492Z","","","Included","auto","No","0","10355","205824","2730","218909","Included"
"2026-03-29T13:43:33.075Z","","","Included","auto","No","0","8278","423424","1266","432968","Included"
"2026-03-29T13:40:25.596Z","","","Included","auto","No","0","0","0","0","0","Included"
"2026-03-29T13:34:46.522Z","","","Included","auto","No","0","22336","2317824","8577","2348737","Included"
"2026-03-29T13:25:39.499Z","","","Included","auto","No","0","158161","1796096","15683","1969940","Included"
"2026-03-29T13:19:23.839Z","","","Included","claude-4.6-opus-max-thinking","No","6958","6","624576","462","632002","Included"
"2026-03-29T13:13:06.276Z","","","Included","claude-4.6-opus-max-thinking","No","14019","16","2099799","9732","2123566","Included"
"2026-03-29T13:10:35.606Z","","","Included","claude-4.6-opus-max-thinking","No","9456","8","813252","2874","825590","Included"
"2026-03-29T13:03:08.886Z","","","Included","claude-4.6-opus-max-thinking","No","130789","15","1504869","6853","1642526","Included"
"2026-03-29T12:53:16.883Z","","","Included","auto","No","0","39734","2395648","14145","2449527","Included"
"2026-03-29T12:46:35.042Z","","","Included","auto","No","0","16593","627712","8546","652851","Included"
"2026-03-29T12:35:37.243Z","","","Included","auto","No","0","35404","968192","13314","1016910","Included"
"2026-03-29T12:30:02.151Z","","","Included","auto","No","0","7261","231424","3128","241813","Included"
"2026-03-29T12:26:21.225Z","","","Included","auto","No","0","34800","603136","16127","654063","Included"
"2026-03-29T12:22:52.499Z","","","Included","auto","No","0","1111","176640","548","178299","Included"
"2026-03-29T12:19:05.302Z","","","Included","auto","No","0","18975","2218496","8323","2245794","Included"
"2026-03-29T12:14:44.365Z","","","Included","auto","No","0","7612","630272","4410","642294","Included"
"2026-03-29T12:09:00.139Z","","","Included","auto","No","0","150732","1366528","8426","1525686","Included"
"2026-03-29T12:02:11.810Z","","","Included","auto","No","0","136213","1305088","10324","1451625","Included"
"2026-03-29T11:58:16.301Z","","","Included","claude-4.6-opus-max-thinking","No","172642","18191","496347","10094","697274","Included"
"2026-03-29T11:54:19.419Z","","","Included","claude-4.6-opus-max-thinking","No","5608","4","314397","5476","325485","Included"
"2026-03-29T11:51:14.001Z","","","Included","claude-4.6-opus-max-thinking","No","157086","8","782841","642","940577","Included"
"2026-03-29T11:29:42.471Z","","","Included","claude-4.6-opus-max-thinking","No","27787","18991","1695361","20136","1762275","Included"
"2026-03-29T11:25:28.329Z","","","Included","claude-4.6-opus-max-thinking","No","127148","17540","1828625","11507","1984820","Included"
"2026-03-29T10:54:05.661Z","","","Included","claude-4.6-opus-max-thinking","No","34542","24","2131191","12355","2178112","Included"
"2026-03-29T10:46:30.436Z","","","Included","claude-4.6-opus-max-thinking","No","258667","190907","1940973","31990","2422537","Included"
"2026-03-29T10:42:54.313Z","","","Included","auto","No","0","18028","1223168","10403","1251599","Included"
"2026-03-29T10:33:08.367Z","","","Included","auto","No","0","17077","1103360","8676","1129113","Included"
"2026-03-29T10:32:01.734Z","","","Included","auto","No","0","122474","6656","812","129942","Included"
"2026-03-29T10:29:33.925Z","","","Included","auto","No","0","15219","1226240","7837","1249296","Included"
"2026-03-29T10:25:13.519Z","","","Included","auto","No","0","13237","1796096","4649","1813982","Included"
"2026-03-29T10:23:09.190Z","","","Included","auto","No","0","10222","724992","3123","738337","Included"
"2026-03-29T10:20:37.790Z","","","Included","auto","No","0","316","99840","219","100375","Included"
"2026-03-29T10:16:56.761Z","","","Included","auto","No","0","7012","481280","4123","492415","Included"
"2026-03-29T10:12:20.254Z","","","Included","auto","No","0","6458","177664","3418","187540","Included"
"2026-03-29T10:09:13.363Z","","","Included","auto","No","0","25249","1038848","16208","1080305","Included"
"2026-03-29T10:08:11.923Z","","","Included","auto","No","0","688","65536","2012","68236","Included"
"2026-03-29T10:04:37.396Z","","","Included","auto","No","0","19650","496128","3021","518799","Included"
"2026-03-29T10:03:10.529Z","","","Included","auto","No","0","5425","186368","1420","193213","Included"
"2026-03-29T10:02:11.799Z","","","Included","auto","No","0","4211","129024","1518","134753","Included"
"2026-03-29T09:59:56.264Z","","","Included","auto","No","0","8345","277504","3212","289061","Included"
"2026-03-29T09:53:21.444Z","","","Included","auto","No","0","12431","145920","6750","165101","Included"
